NIK,Kepala_Keluarga,Alamat_Email,Usia,Tingkat_Pendidikan,Pekerjaan,Jumlah_Tanggungan,Lokasi,Pengalaman_Kerja,Status_Pernikahan,Status_Pekerjaan,Jumlah_Anggota_Rumah_Tangga,Status_Kepemilikan_Rumah,Jenis_Perkonomian,Jenis_Kelamin,Transportasi_Utama,Pendapatan
5417229895768952,Lestari Tirta Eka Putra,lestari.tirta@yahoo.com,22.0,Sarjana,Teknologi,2.0,Urban,,Menikah,Full-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,67086.0
6997438853006986,Ika Kencana Eka Rachma,ika.kencana@icloud.com,39.0,Sarjana,Teknologi,0.0,Urban,45.0,Lajang,Part-time,3.0,Sewa,Apartemen,Laki-Laki,Mobil,1096032.0
6556714478955042,Wahyu Balqis Fajar,wahyu.balqis@outlook.com,21.0,Sarjana,Teknologi,0.0,Rural,43.0,Bercerai,Full-time,2.0,Sewa,Rumah Tinggal,Laki-Laki,Mobil,
9378410821605511,Joni Ajeng Zulkarnaen,joni.ajeng42@yahoo.com,29.0,Magister,,2.0,,48.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,33064.0
9176646526802368,Imam Gusti Tunggul,imam.gusti11@yahoo.com,59.0,SMA,Teknologi,5.0,Urban,18.0,Menikah,Part-time,6.0,Sewa,Apartemen,Laki-Laki,Bersepeda,70208.0
1298104813732694,Yani Raharja Fajar,yani.raharja33@hotmail.com,,Magister,,3.0,,29.0,Menikah,Self-employed,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,287640.0
7561379236890898,Wulan Feri Qodrat,wulan.feri66-@yahoo.com,60.0,Doktor,Kesehatan,2.0,Urban,29.0,Lajang,Part-time,2.0,Milik Sendiri,Apartemen,Laki-Laki,Mobil,64938.0
3018377888119337,Agus Kencana Nafian,agus.kencana@yahoo.com,44.0,Doktor,Teknologi,3.0,Urban,48.0,Menikah,Part-time,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,69171.29161604588
3123243322915124,Ratna Widodo Santoso,ratna.widodo@gmail.com,35.0,Sarjana,Keuangan,3.0,Urban,34.0,Lajang,Full-time,1.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,37088.0
6065820922065210,Hanif Hendra Utomo,hanif.hendra_@icloud.com,57.0,Sarjana,Pendidikan,2.0,Urban,5.0,Lajang,Full-time,1.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,193886.0
9623346728297809,Lestari Krisna Widodo,lestari.krisna_@gmail.com,51.0,Sarjana,Lainnya,4.0,Urban,11.0,Lajang,Part-time,2.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,61019.575189469644
7223866414559944,Eko Jihan Abdurrahman,eko.jihan73.@outlook.com,41.0,Sarjana,Keuangan,5.0,Urban,23.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Jalan Kaki,67936.0
5772945410231607,Imam Lita Darmawan,imam.lita21@icloud.com,64.0,SMA,Lainnya,1.0,Urban,15.0,Menikah,Full-time,4.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,72660.0
8843749590149101,Dewi Pandu Purnama,dewi.pandu77.@gmail.com,45.0,Magister,Teknologi,3.0,Urban,21.0,Menikah,Self-employed,6.0,Sewa,Rumah Tinggal,Perempuan,,68984.0
6613659227611541,Andi Joko Widodo,andi.joko88@gmail.com,64.0,SMA,Teknologi,3.0,Rural,29.0,Menikah,Part-time,4.0,Sewa,Apartemen,Perempuan,Bersepeda,75150.0
7676038122028946,Agus Lita Firmansyah,agus.lita@outlook.com,40.0,Sarjana,Kesehatan,3.0,Urban,32.0,Lajang,Self-employed,5.0,Sewa,Apartemen,Perempuan,Bersepeda,1159788.0
5482888579544839,Rima Oktaviani Qodrat,rima.oktaviani74@yahoo.com,52.0,SMA,Kesehatan,0.0,Rural,8.0,Menikah,Full-time,1.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,2268248.0
3920832639277721,Yudha Zainal Yuliani,yudha.zainal@gmail.com,36.0,Sarjana,Lainnya,4.0,Urban,36.0,Bercerai,Full-time,7.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,66720.0
4389110062807175,Faiz Raharja Rahayu,faiz.raharja@outlook.com,31.0,SMA,Lainnya,4.0,Suburban,10.0,Menikah,Part-time,1.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,66486.0
9604020047701363,Budi Krisna Laksana,budi.krisna51@yahoo.com,30.0,Magister,,5.0,Urban,37.0,Lajang,Full-time,6.0,Sewa,Rumah Tinggal,Perempuan,Mobil,71888.0
7345670490058370,Ratna Abdurrahman Eka Rachma,ratna.abdurrahman@gmail.com,20.0,Magister,Pendidikan,1.0,Urban,8.0,Menikah,Part-time,3.0,Milik Sendiri,Apartemen,Laki-Laki,Mobil,1351762.0
8446089189158578,Lestari Pandu Bagus,lestari.pandu81@hotmail.com,35.0,Sarjana,Teknologi,1.0,Suburban,47.0,Bercerai,Full-time,4.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,70164.0
7856646153409902,Indra Hadi Tunggul,indra.hadi29@hotmail.com,57.0,Sarjana,Kesehatan,3.0,Suburban,12.0,Lajang,Full-time,2.0,Sewa,Apartemen,Laki-Laki,,68868.0
1786165893391723,Yudha Rafi Dimas,yudha.rafi29@hotmail.com,45.0,Sarjana,Teknologi,0.0,Urban,24.0,Bercerai,Self-employed,4.0,Sewa,Apartemen,Laki-Laki,Transportasi Umum,65598.0
8435336328015682,Faiz Widi Eka Rachma,faiz.widi@outlook.com,34.0,SMA,Teknologi,4.0,Urban,11.0,Menikah,Part-time,6.0,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,72498.0
7767197477546834,Yudha Abdurrahman Ibrahim,yudha.abdurrahman@hotmail.com,68.0,,Teknologi,0.0,Urban,45.0,Menikah,Part-time,4.0,Sewa,Apartemen,Laki-Laki,Transportasi Umum,3599848.0
5590548528432738,Tegar Zainal Purnama,tegar.zainal@gmail.com,70.0,Sarjana,Keuangan,2.0,Urban,16.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Susun,Perempuan,Mobil,90693.0
1170094799542684,Siska Citra Firmansyah,siska.citra@hotmail.com,47.0,Sarjana,Kesehatan,1.0,Urban,3.0,Lajang,Part-time,5.0,Sewa,Rumah Susun,Laki-Laki,Transportasi Umum,73564.0
9049219833530084,Fadli Eka Cahyo,fadli.eka20_@icloud.com,39.0,Sarjana,Kesehatan,5.0,Urban,29.0,Menikah,Self-employed,5.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,66250.0
5328500468333245,Andi Ulan Santoso,andi.ulan43.@hotmail.com,45.0,Doktor,Kesehatan,0.0,Urban,21.0,Lajang,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Mobil,4684104.0
9048951799723129,Miko Irfan Zara,miko.irfan.@gmail.com,36.0,SMA,Kesehatan,5.0,Urban,13.0,Menikah,Part-time,3.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,114137.0
7111528292553870,Dewi Tirta Dimas,dewi.tirta79@icloud.com,60.0,Magister,Kesehatan,1.0,Urban,15.0,Lajang,Part-time,3.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,74630.0
2414892639234543,Wulan Naura Gunawan,wulan.naura72@hotmail.com,,Magister,Pendidikan,5.0,Urban,11.0,Menikah,Self-employed,,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,65754.0
5168476301950497,Rima Damar Firmansyah,rima.damar17@icloud.com,44.0,Sarjana,Lainnya,2.0,Urban,17.0,Lajang,Full-time,7.0,Sewa,Rumah Susun,Laki-Laki,Transportasi Umum,589615.0
6716914873419109,Ratna Candra Safitri,ratna.candra@icloud.com,63.0,Magister,Teknologi,2.0,Urban,31.0,Menikah,Self-employed,7.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,39796.0
1673777445155484,Bima Langgeng Mulyadi,bima.langgeng71@yahoo.com,48.0,Sarjana,Teknologi,2.0,Urban,2.0,Lajang,Full-time,6.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,66522.0
1157530033835922,Eko Kencana Santoso,eko.kencana@yahoo.com,26.0,Doktor,Kesehatan,5.0,Rural,33.0,Lajang,Full-time,4.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,74986.0
9630010289336452,Wahyu Jihan Gandi,wahyu.jihan@yahoo.com,25.0,Magister,Lainnya,0.0,Suburban,9.0,Bercerai,Full-time,3.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,71758.0
1143617041471868,Rima Zainal Gandi,rima.zainal@gmail.com,18.0,SMA,Teknologi,5.0,Suburban,35.0,Menikah,Full-time,7.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,70060.0
3661547494829701,Kartika Aditya Dimas,kartika.aditya@outlook.com,,Magister,Kesehatan,2.0,Urban,18.0,Menikah,Full-time,2.0,Milik Sendiri,Rumah Susun,Perempuan,,67726.0
4348052838347637,Indra Aditya Pangestu,indra.aditya23_@yahoo.com,36.0,Magister,Keuangan,1.0,Suburban,18.0,Menikah,Full-time,3.0,Sewa,Apartemen,Laki-Laki,Transportasi Umum,66372.0
1809359509364581,Ovi Manaf Santoso,ovi.manaf27-@hotmail.com,59.0,Sarjana,Teknologi,5.0,Urban,25.0,Menikah,Part-time,7.0,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,69064.0
9872327648331784,Lia Ningsih Hidayat,lia.ningsih94.@gmail.com,43.0,,Kesehatan,3.0,,40.0,Bercerai,Part-time,4.0,Sewa,Rumah Tinggal,Laki-Laki,Bersepeda,732592.0
6919609110083484,Tegar Hendra Tunggul,tegar.hendra29@outlook.com,58.0,Magister,Kesehatan,0.0,,37.0,Menikah,Self-employed,3.0,Milik Sendiri,Apartemen,Laki-Laki,Jalan Kaki,72674.0
2381338205205894,Wahyu Damar Cahyo,wahyu.damar73@outlook.com,59.0,Magister,Pendidikan,5.0,Urban,21.0,Lajang,Self-employed,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,68132.0
2188177247772475,Rima Citra Gandi,rima.citra@yahoo.com,19.0,Magister,,1.0,Urban,16.0,Bercerai,Part-time,5.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,71950.0
6108920825645235,Wahyu Tirta Anwar,wahyu.tirta@hotmail.com,63.0,Sarjana,Teknologi,2.0,Rural,43.0,Lajang,Full-time,,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,572043.0
5954741849645198,Putri Rafi Zara,putri.rafi58@gmail.com,28.0,SMA,Teknologi,0.0,Suburban,42.0,Lajang,Self-employed,1.0,Sewa,Rumah Susun,Laki-Laki,Jalan Kaki,66566.0
9870880940155424,Siska Hendra Purnama,siska.hendra25-@gmail.com,33.0,SMA,Lainnya,4.0,Urban,15.0,Menikah,Part-time,1.0,Sewa,Apartemen,Laki-Laki,Bersepeda,83620.0
2376724294017156,Made Gusti Gunawan,made.gusti@hotmail.com,39.0,Sarjana,Teknologi,4.0,Rural,6.0,Menikah,Self-employed,,Sewa,Rumah Tinggal,Laki-Laki,Mobil,
5095074390395261,Wahyu Manaf Alfi,wahyu.manaf62-@hotmail.com,70.0,SMA,Kesehatan,1.0,Suburban,33.0,Menikah,Part-time,3.0,,Rumah Tinggal,Perempuan,Transportasi Umum,306052.0
5163355658113827,Xandra Yulia Setiawan,xandra.yulia63.@outlook.com,,Magister,Teknologi,3.0,Urban,19.0,Bercerai,Self-employed,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,48146.0
3402273213578865,Agus Vicky Firmansyah,agus.vicky50-@icloud.com,62.0,Magister,Pendidikan,2.0,,,Lajang,Full-time,3.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,71612.0
5989627105381318,Sari Aditya Abdurrahman,sari.aditya93.@icloud.com,26.0,Magister,,0.0,Urban,4.0,Lajang,Full-time,3.0,Sewa,Rumah Susun,Laki-Laki,Transportasi Umum,8108102.0
9331824196890165,Fadli Bela Bagus,fadli.bela45@yahoo.com,70.0,SMA,Teknologi,3.0,Urban,37.0,Menikah,Full-time,,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,74762.0
3845216246968444,Uli Sulis Dwianto,uli.sulis@icloud.com,64.0,Sarjana,Teknologi,5.0,Urban,44.0,Menikah,Part-time,7.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,948769.0
9087665006503340,Ratna Indah Ekasari,ratna.indah41@outlook.com,34.0,Sarjana,Teknologi,4.0,Urban,17.0,Menikah,Part-time,1.0,Milik Sendiri,Rumah Susun,Laki-Laki,Bersepeda,71352.0
7339322689850130,Garin Hendra Dwianto,garin.hendra@hotmail.com,,Sarjana,Kesehatan,1.0,Urban,40.0,Lajang,Full-time,2.0,Milik Sendiri,Apartemen,Perempuan,Mobil,69000.0
9844577352813122,Lia Zainal Kurniawan,lia.zainal@hotmail.com,57.0,SMA,Teknologi,4.0,Urban,25.0,Menikah,Part-time,4.0,Milik Sendiri,Apartemen,Laki-Laki,Jalan Kaki,9179314.0
2034492745226359,Fadli Bagas Dwianto,fadli.bagas@outlook.com,35.0,Sarjana,Lainnya,0.0,Urban,3.0,Lajang,Full-time,,Sewa,Apartemen,Perempuan,Transportasi Umum,3279593.0
1243618079772453,Bima Hendra Eka Putra,bima.hendra60@icloud.com,36.0,SMA,Kesehatan,3.0,Suburban,18.0,Lajang,Self-employed,6.0,Sewa,Rumah Tinggal,Laki-Laki,Bersepeda,742548.0
6457609750616963,Nanda Widodo Pangestu,nanda.widodo71@hotmail.com,20.0,SMA,Kesehatan,0.0,Suburban,20.0,Menikah,Part-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,1243598.0
9772115565060622,Zani Bela Utomo,zani.bela@hotmail.com,34.0,SMA,Lainnya,1.0,Urban,43.0,Menikah,Full-time,3.0,Milik Sendiri,Rumah Susun,Laki-Laki,Jalan Kaki,71204.0
5316274663179301,Ela Widodo Kurniawan,ela.widodo88_@icloud.com,54.0,Magister,Pendidikan,4.0,Urban,37.0,Bercerai,Full-time,3.0,Sewa,Apartemen,Perempuan,Transportasi Umum,68994.0
8328823157968304,Indra Abdurrahman Pangestu,indra.abdurrahman-@hotmail.com,41.0,Sarjana,Pendidikan,4.0,Rural,,Menikah,Self-employed,1.0,Sewa,Rumah Tinggal,Laki-Laki,Jalan Kaki,1119267.0
7985880381060213,Kartika Balqis Harto,kartika.balqis.@yahoo.com,45.0,Sarjana,Teknologi,3.0,Urban,5.0,Menikah,Full-time,4.0,Sewa,Rumah Susun,Perempuan,Transportasi Umum,274124.0
4705597617407849,Tara Raharja Jatmiko,tara.raharja@hotmail.com,35.0,Sarjana,Keuangan,5.0,Suburban,13.0,Menikah,Full-time,4.0,Sewa,Rumah Tinggal,Perempuan,Mobil,958967.0
8492906719788435,Made Widi Nafian,made.widi60-@yahoo.com,39.0,SMA,Kesehatan,2.0,Urban,22.0,Lajang,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,70310.0
4295904957692508,Wulan Ulan Nugroho,wulan.ulan86@icloud.com,66.0,Sarjana,Keuangan,3.0,Urban,22.0,Lajang,Full-time,2.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,74526.0
5923871314227569,Cinta Joko Hidayat,cinta.joko@yahoo.com,24.0,SMA,Teknologi,3.0,Urban,38.0,Menikah,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,65920.0
3254139674888981,Wulan Irfan Jatmiko,wulan.irfan62@yahoo.com,19.0,SMA,Kesehatan,4.0,Urban,49.0,Menikah,Self-employed,2.0,Sewa,Apartemen,Perempuan,Transportasi Umum,845328.0
4629305755484332,Jaka Zainal Firmansyah,jaka.zainal@outlook.com,60.0,SMA,Kesehatan,1.0,Urban,25.0,Lajang,Part-time,3.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,125045.0
5092218021564256,Agus Langgeng Tjahjono,agus.langgeng64@outlook.com,49.0,Magister,Keuangan,3.0,Urban,6.0,Lajang,Self-employed,,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,68558.0
1178022414893755,Lestari Candra Mawardi,lestari.candra31-@gmail.com,50.0,Magister,Kesehatan,5.0,Urban,48.0,Bercerai,Self-employed,3.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,68774.0
3971759231981953,Ika Lita Tunggul,ika.lita94@hotmail.com,61.0,Magister,Lainnya,2.0,Urban,19.0,Lajang,Full-time,5.0,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,65808.0
1098959604152095,Vina Abdurrahman Setiawan,vina.abdurrahman44.@icloud.com,37.0,Magister,Kesehatan,2.0,Suburban,33.0,Menikah,Part-time,,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,68742.0
2159089672352182,Joni Yoga Tunggul,joni.yoga11.@gmail.com,66.0,SMA,Teknologi,5.0,Urban,38.0,Lajang,Self-employed,7.0,Sewa,Rumah Tinggal,Laki-Laki,Mobil,66580.0
2702695415142604,Ika Dwi Gandi,ika.dwi46@icloud.com,62.0,SMA,Pendidikan,5.0,Urban,43.0,Menikah,Full-time,3.0,Milik Sendiri,Apartemen,Perempuan,Mobil,68902.0
5890850136435752,Jali Yulia Darmawan,jali.yulia@icloud.com,62.0,Magister,Keuangan,1.0,Urban,12.0,Lajang,Part-time,3.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,77878.45716434301
3512906369347515,Oka Ningsih Qodrat,oka.ningsih@outlook.com,29.0,Sarjana,,3.0,Suburban,10.0,Menikah,Part-time,,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,67822.0
4300075014204429,Made Eka Baginda,made.eka85@hotmail.com,54.0,Sarjana,Teknologi,1.0,Urban,8.0,Menikah,Part-time,7.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,130864.0
1238582397686316,Agus Abdurrahman Lesmana,agus.abdurrahman22@hotmail.com,30.0,SMA,Kesehatan,4.0,Urban,26.0,Bercerai,Full-time,4.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,70514.0
7558856290576549,Fadli Ajeng Utomo,fadli.ajeng@hotmail.com,62.0,SMA,Pendidikan,0.0,Urban,42.0,Menikah,Part-time,7.0,,Rumah Tinggal,Perempuan,Bersepeda,120270.0
7667794158605662,Vina Gusti Pangestu,vina.gusti67@yahoo.com,24.0,SMA,Teknologi,0.0,Urban,21.0,Lajang,Self-employed,6.0,Sewa,Rumah Tinggal,Laki-Laki,Mobil,74934.0
2455182593242879,Qiana Gendis Darmawan,qiana.gendis85_@hotmail.com,56.0,SMA,Teknologi,3.0,Urban,32.0,Menikah,Part-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,73552.0
9355555634743641,Garin Jihan Cahyana,garin.jihan44@outlook.com,35.0,Sarjana,Pendidikan,1.0,Urban,35.0,Bercerai,Full-time,2.0,Milik Sendiri,Apartemen,Perempuan,Mobil,67070.0
8807706088001639,Wahyu Candra Yuliani,wahyu.candra@outlook.com,,Sarjana,Kesehatan,1.0,Urban,26.0,Lajang,Full-time,3.0,Milik Sendiri,Rumah Susun,Perempuan,Jalan Kaki,35844.0
7733037064705241,Dila Candra Ekasari,dila.candra-@yahoo.com,,SMA,Kesehatan,5.0,Urban,21.0,Menikah,Self-employed,5.0,Sewa,Apartemen,Perempuan,Transportasi Umum,
2908148522472919,Rima Fitria Ekasari,rima.fitria_@yahoo.com,44.0,SMA,,5.0,,50.0,Menikah,Self-employed,4.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,71566.0
7517269670321098,Eko Tirta Basuki,eko.tirta@gmail.com,67.0,Magister,Lainnya,1.0,Suburban,4.0,Menikah,Part-time,,Sewa,Apartemen,Laki-Laki,Bersepeda,1903251.0
6556218308304249,Dila Joko Anwar,dila.joko-@icloud.com,56.0,Doktor,Kesehatan,0.0,Rural,48.0,Bercerai,Full-time,3.0,Milik Sendiri,Apartemen,Perempuan,Mobil,71048.0
5333382300808949,Yudha Langgeng Dwianto,yudha.langgeng30@gmail.com,46.0,Doktor,Teknologi,2.0,,3.0,Bercerai,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Mobil,69434.0
3999968136913398,Wulan Pandu Harto,wulan.pandu@gmail.com,22.0,SMA,Teknologi,4.0,Suburban,33.0,Menikah,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,74728.0
3427359991787919,Wahyu Bagas Hidayat,wahyu.bagas@yahoo.com,44.0,Doktor,Teknologi,1.0,Suburban,20.0,Bercerai,Full-time,5.0,Sewa,Rumah Susun,Perempuan,Transportasi Umum,87303.0
3853799630014505,Eko Lita Nugroho,eko.lita83@icloud.com,25.0,Sarjana,Keuangan,5.0,Urban,29.0,Lajang,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,66486.0
3610519077538522,Sari Prasetyo Bagus,sari.prasetyo62@icloud.com,49.0,Doktor,Pendidikan,4.0,,16.0,Menikah,Full-time,7.0,,Rumah Susun,Laki-Laki,Mobil,68674.0
2180208905242652,Fadli Damar Zulkarnaen,fadli.damar.@icloud.com,23.0,Sarjana,Kesehatan,4.0,Urban,9.0,Lajang,Full-time,1.0,Sewa,Rumah Susun,Laki-Laki,Transportasi Umum,77631.76652337295
3489779489029100,Qiana Naura Darmawan,qiana.naura@hotmail.com,47.0,SMA,,2.0,Urban,2.0,Menikah,Part-time,3.0,Milik Sendiri,Apartemen,Perempuan,Mobil,944091.0
7970538625509549,Hana Yoga Cahyana,hana.yoga@hotmail.com,37.0,SMA,Lainnya,3.0,Urban,31.0,Menikah,Full-time,1.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,7424213.0
4922336781771171,Ovi Naura Yusman,ovi.naura_@yahoo.com,68.0,Magister,Keuangan,3.0,Rural,,Lajang,Full-time,6.0,Milik Sendiri,Rumah Susun,Perempuan,Mobil,66204.0
2213240423845493,Yani Gusti Mulyadi,yani.gusti53@icloud.com,25.0,Sarjana,Kesehatan,3.0,Urban,36.0,Menikah,Full-time,5.0,Sewa,Rumah Susun,Laki-Laki,Bersepeda,66772.0
2054977549245709,Eko Zita Pangestu,eko.zita@outlook.com,26.0,Sarjana,Lainnya,3.0,Urban,40.0,Lajang,Full-time,5.0,Sewa,Apartemen,Laki-Laki,Jalan Kaki,55492.0
5318070991397110,Putri Fitria Basuki,putri.fitria@outlook.com,32.0,Doktor,Keuangan,3.0,Suburban,22.0,Menikah,Full-time,2.0,Milik Sendiri,Apartemen,Perempuan,Mobil,572590.0
6627384623096820,Cahya Gendis Cahyo,cahya.gendis14_@gmail.com,30.0,SMA,Teknologi,2.0,Urban,29.0,Lajang,Full-time,,Sewa,Apartemen,Laki-Laki,Transportasi Umum,303475.0
6258479536630268,Eko Widi Firmansyah,eko.widi41@yahoo.com,24.0,Magister,Lainnya,5.0,Urban,42.0,Menikah,Self-employed,3.0,Sewa,Apartemen,Perempuan,Transportasi Umum,593149.0
1764119764475245,Uli Eka Bagus,uli.eka@yahoo.com,64.0,SMA,Lainnya,2.0,Urban,21.0,Lajang,Self-employed,3.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,67358.0
6955650452197804,Miko Fitria Lesmana,miko.fitria.@icloud.com,54.0,SMA,Pendidikan,2.0,Suburban,24.0,Menikah,Self-employed,1.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,
6962361512218929,Lestari Manaf Cahyana,lestari.manaf@outlook.com,71.0,Sarjana,Pendidikan,5.0,Urban,20.0,Menikah,Self-employed,,Sewa,Rumah Tinggal,Perempuan,Jalan Kaki,158110.0
3154712498453833,Indra Widodo Tunggul,indra.widodo@gmail.com,35.0,Magister,Kesehatan,5.0,Urban,16.0,Lajang,Full-time,5.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,65480.0
8358968641161141,Ovi Sulis Harto,ovi.sulis-@gmail.com,26.0,Sarjana,Lainnya,5.0,Urban,,Lajang,Full-time,3.0,Milik Sendiri,Rumah Tinggal,Perempuan,Jalan Kaki,70524.0
6863279994064387,Wahyu Jihan Tunggul,wahyu.jihan@hotmail.com,67.0,Sarjana,Kesehatan,0.0,Urban,50.0,Lajang,Part-time,1.0,Sewa,Rumah Susun,Laki-Laki,Transportasi Umum,74972.0
6189387681857672,Agus Citra Alfi,agus.citra@hotmail.com,26.0,SMA,,0.0,Urban,47.0,Menikah,Part-time,2.0,Sewa,Apartemen,Laki-Laki,Transportasi Umum,104601.0
5329858475299531,Zani Yoga Setiawan,zani.yoga@hotmail.com,44.0,Magister,Teknologi,5.0,Urban,26.0,Menikah,Self-employed,3.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,1435645.0
5131399332660482,Ika Krisna Rahayu,ika.krisna33@outlook.com,33.0,Sarjana,Kesehatan,1.0,Rural,27.0,Lajang,Self-employed,4.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,66272.0
6600249093702515,Lestari Abdurrahman Eka Rachma,lestari.abdurrahman@outlook.com,31.0,Sarjana,Teknologi,4.0,Urban,19.0,Menikah,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,60873.1221958959
1054454395156264,Made Gendis Gunawan,made.gendis72.@icloud.com,,Sarjana,Teknologi,0.0,Urban,23.0,Lajang,Self-employed,3.0,Milik Sendiri,Rumah Susun,Perempuan,Bersepeda,8430829.0
4774601656394966,Bima Balqis Kurniawan,bima.balqis@outlook.com,19.0,Magister,Kesehatan,1.0,Urban,34.0,Menikah,Self-employed,3.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,520635.0
2304417905133017,Qiana Yulia Hidayat,qiana.yulia66@gmail.com,55.0,Magister,Kesehatan,0.0,Suburban,33.0,Menikah,Full-time,2.0,Sewa,Apartemen,Perempuan,Jalan Kaki,3655096.0
8319880337724320,Cahya Manaf Firmansyah,cahya.manaf@hotmail.com,30.0,,Lainnya,4.0,Urban,33.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,70932.0
3541108579199302,Sari Citra Anwar,sari.citra47@outlook.com,55.0,SMA,Kesehatan,1.0,Rural,,Bercerai,Full-time,6.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,1490145.0
8893360290896969,Sari Indah Wijaya,sari.indah66@outlook.com,60.0,Sarjana,Teknologi,2.0,Urban,23.0,Menikah,Part-time,4.0,Milik Sendiri,Apartemen,Laki-Laki,,71778.0
5662412449918920,Wahyu Utami Dwianto,wahyu.utami69_@outlook.com,31.0,Sarjana,Kesehatan,3.0,Urban,10.0,Menikah,Full-time,5.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,
3521378752757838,Lia Manaf Mulyadi,lia.manaf61@hotmail.com,28.0,Magister,Lainnya,2.0,Rural,41.0,Menikah,Self-employed,,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,69636.0
6958524089061703,Aira Xena Tunggul,aira.xena97@hotmail.com,22.0,Sarjana,Pendidikan,5.0,Urban,4.0,Lajang,Self-employed,3.0,Sewa,Apartemen,Perempuan,Mobil,133733.0
8678770438793720,Made Hadi Eka Putra,made.hadi73.@yahoo.com,52.0,Magister,Teknologi,0.0,Suburban,22.0,Lajang,Part-time,3.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,74960.0
